"Quote_Id","Quote_Date","Quote_Flag","Field_info1","Field_info2","Field_info3","Field_info4","Coverage_info1","Coverage_info2","Coverage_info3","Sales_info1","Sales_info2","Sales_info3","Sales_info4","Sales_info5","Personal_info1","Personal_info2","Personal_info3","Personal_info4","Personal_info5","Property_info1","Property_info2","Property_info3","Property_info4","Property_info5","Geographic_info1","Geographic_info2","Geographic_info3","Geographic_info4","Geographic_info5"
59389,"23/4/15",1,"B",0.9153,"935","N",6,25,"J",1,4,11,"K",26059,"N",5,"ZA",0,2,"N",0,"A",1,18,2,13,-1,"N","CA"
59419,"19/11/14",0,"J",0.887,"1,113","N",10,22,"F",0,5,11,"T",59315,"N",-1,"ZA",0,2,"Y",0,"D",0,19,14,5,-1,"N","TX"
59420,"17/7/14",0,"J",0.8928,"1,113","N",6,22,"G",1,5,11,"Q",6306,"N",-1,"ZH",0,,"N",0,"S",1,9,14,5,-1,"N","TX"
59443,"7/1/14",0,"F",0.9838,"548","N",19,22,"E",0,5,7,"P",54169,"N",6,"XH",0,,"N",0,"R",1,21,4,22,-1,"N","NJ"
59451,"5/1/14",0,"J",0.8922,"1,113","N",2,2,"K",1,4,7,"M",44649,"N",5,"XB",0,2,"N",0,"I",1,4,17,5,-1,"N","TX"
59470,"8/12/13",0,"B",0.9403,"965","N",11,22,"D",0,5,7,"M",41686,"N",-1,"ZA",0,2,"N",0,"O",0,23,1,6,-1,"N","CA"
59523,"23/6/14",0,"J",0.8928,"1,113","N",3,22,"F",1,5,11,"K",58875,"N",6,"ZA",0,2,"Y",0,"J",0,2,24,14,-1,"N","TX"
59541,"11/3/14",0,"J",0.8922,"1,113","N",14,25,"G",1,4,11,"P",22633,"N",-1,"XJ",0,2,"N",0,"J",1,13,25,14,-1,"N","TX"
59598,"17/12/14",0,"F",1.0005,"548","N",1,2,"K",0,5,11,"T",28029,"N",-1,"XR",0,,"N",0,"R",0,3,4,20,-1,"N","NJ"
59656,"9/4/13",0,"B",0.9403,"965","N",5,22,"E",1,3,15,"P",14800,"N",4,"ZA",0,2,"N",0,"D",1,13,2,13,-1,"N","CA"
59685,"15/4/15",0,"F",1.0101,"548","N",9,22,"E",1,5,11,"T",7137,"N",8,"XS",0,,"N",0,"R",1,16,4,22,-1,"N","NJ"
59752,"9/7/13",1,"F",0.9919,"564","N",6,22,"E",1,5,17,"P",21333,"N",8,"XJ",0,,"N",0,"O",0,7,4,19,-1,"N","NJ"
59783,"9/12/13",0,"E",0.9472,"1,480","N",18,22,"A",1,5,7,"V",38195,"N",6,"ZR",0,,"N",0,"Q",1,23,9,24,-1,"N","IL"
59787,"25/9/13",0,"B",0.9403,"965","N",10,22,"D",0,5,20,"T",66603,"N",-1,"ZA",0,2,"N",0,"O",0,21,2,4,-1,"N","CA"
59807,"4/11/13",1,"J",0.9258,"1,165","N",25,25,"G",1,2,3,"P",35548,"N",7,"ZF",0,,"Y",0,"O",1,23,14,4,-1,"N","TX"
59815,"6/3/13",0,"E",0.9375,"1,480","N",6,22,"A",1,3,14,"P",12748,"N",8,"YH",0,,"N",0,"D",1,2,9,24,-1,"N","IL"
59898,"3/6/14",0,"F",1.0006,"548","N",7,25,"E",1,2,20,"P",11868,"N",7,"XO",0,,"N",0,"O",1,6,4,16,-1,"N","NJ"
59901,"5/6/14",0,"B",0.9153,"935","N",1,22,"E",1,3,20,"R",47661,"N",4,"ZA",0,2,"N",0,"O",0,2,2,12,-1,"N","CA"
59931,"11/9/14",0,"B",0.9153,"935","N",6,22,"E",1,4,11,"Q",62527,"N",-1,"ZA",0,2,"N",0,"O",0,8,2,12,-1,"N","CA"
59973,"14/11/14",0,"B",0.9153,"935","N",3,22,"E",0,3,20,"V",17080,"N",-1,"ZA",0,2,"N",0,"D",1,9,2,4,-1,"N","CA"
59984,"8/4/13",0,"B",0.9403,"965","N",13,22,"D",1,5,23,"K",18007,"N",-1,"ZA",0,2,"N",0,"A",0,20,2,11,-1,"N","CA"
59988,"14/1/15",0,"B",0.9153,"935","N",12,22,"E",0,3,20,"T",10977,"N",13,"ZA",0,2,"Y",0,"O",1,23,2,11,-1,"N","CA"
59996,"11/4/13",0,"B",0.9403,"965","N",17,25,"D",1,5,15,"R",37577,"N",7,"ZA",0,2,"N",0,"O",1,21,2,4,-1,"N","CA"
60010,"9/4/13",0,"J",0.9769,"1,165","N",24,25,"G",1,3,8,"T",41172,"N",-1,"XO",0,,"Y",0,"J",1,21,14,7,-1,"N","TX"
60013,"29/3/14",0,"J",0.8922,"1,113","N",6,22,"F",0,5,11,"R",54010,"N",5,"ZA",0,2,"N",0,"J",0,3,14,9,-1,"N","TX"
60035,"24/4/15",1,"F",1.0101,"548","N",11,22,"E",1,3,20,"V",9144,"N",5,"YH",0,,"N",0,"R",1,12,4,16,-1,"N","NJ"
60206,"8/5/13",1,"B",0.9403,"965","N",10,22,"E",1,4,1,"Q",13836,"N",5,"ZA",0,2,"Y",0,"O",1,17,2,4,-1,"N","CA"
60215,"5/6/14",0,"E",0.9392,"1,487","N",13,22,"F",1,5,11,"T",65102,"N",15,"ZA",0,2,"N",0,"I",0,15,9,24,-1,"N","IL"
60222,"13/3/15",0,"F",1.0101,"548","N",21,22,"E",1,3,20,"P",10911,"N",11,"ZD",0,,"Y",0,"Q",1,21,4,20,-1,"N","NJ"
60342,"13/7/13",0,"E",0.9487,"1,480","N",10,22,"F",1,5,1,"R",24812,"N",24,"XC",0,,"N",0,"R",1,18,9,25,-1,"N","IL"
60442,"30/4/15",1,"C",0.8746,"1,487","Y",2,22,"K",1,3,11,"V",37416,"N",6,"ZH",0,,"N",0,"R",1,1,11,24,-1,"N","IL"
60470,"23/5/14",1,"B",0.9153,"935","N",25,22,"E",1,3,20,"V",10110,"N",20,"ZA",0,2,"Y",0,"O",1,24,2,10,-1,"N","CA"
60537,"19/10/13",0,"B",0.9403,"965","N",13,22,"D",0,5,24,"R",34210,"N",4,"ZA",0,2,"N",0,"O",0,24,1,6,-1,"N","CA"
60569,"27/3/15",0,"B",0.9153,"935","N",6,22,"D",0,5,20,"V",49474,"N",22,"ZA",0,2,"Y",0,"R",0,21,1,15,-1,"N","CA"
60692,"9/7/13",0,"B",0.9403,"965","N",9,22,"D",1,5,1,"K",60444,"N",11,"ZA",0,2,"N",0,"O",1,19,2,7,-1,"N","CA"
60729,"6/4/14",0,"B",0.9153,"935","N",25,22,"D",0,5,20,"M",10243,"N",6,"ZA",0,2,"N",0,"O",0,23,2,12,-1,"N","CA"
60730,"15/12/14",1,"B",0.9153,"935","N",6,22,"D",0,5,11,"K",26137,"N",5,"ZA",0,2,"N",0,"O",1,10,2,4,25,"N","CA"
60737,"26/3/13",0,"J",0.9769,"1,165","N",6,22,"G",1,5,23,"P",4441,"N",4,"ZA",0,2,"Y",0,"J",0,4,22,4,-1,"N","TX"
60828,"22/7/14",0,"J",0.8928,"1,113","N",23,22,"G",1,5,11,"P",1093,"N",7,"ZH",0,,"N",0,"O",1,22,13,6,-1,"N","TX"
60897,"26/7/14",0,"J",0.8928,"1,113","N",5,22,"F",1,5,11,"R",3972,"N",5,"ZA",0,2,"N",0,"J",0,4,13,6,-1,"N","TX"
60931,"18/9/13",0,"F",0.9919,"564","N",14,22,"E",0,3,20,"Q",22970,"N",-1,"XE",0,,"Y",0,"R",1,23,4,21,-1,"N","NJ"
60935,"11/4/15",0,"K",0.887,"1,113","Y",25,22,"A",1,5,11,"R",33485,"N",-1,"XB",0,,"N",0,"J",1,13,14,9,-1,"N","TX"
60957,"7/3/14",0,"B",0.9153,"935","N",10,22,"D",0,5,24,"V",1032,"N",6,"ZA",0,2,"N",0,"D",0,23,1,6,-1,"N","CA"
60968,"11/6/14",0,"B",0.9153,"935","N",7,22,"E",0,3,20,"T",61695,"N",6,"ZA",0,2,"N",0,"D",1,12,2,13,-1,"N","CA"
60975,"12/12/14",0,"F",1.0005,"548","N",7,22,"E",1,5,11,"V",44597,"N",7,"XD",0,,"N",0,"R",1,17,4,17,-1,"N","NJ"
60988,"1/8/13",0,"J",0.9691,"1,165","N",5,22,"F",1,5,4,"Q",50645,"N",16,"ZA",0,2,"N",0,"S",0,3,24,11,-1,"N","TX"
60990,"13/6/14",1,"F",1.0006,"548","N",4,22,"E",1,3,20,"V",41507,"N",5,"YF",0,,"N",0,"R",0,6,4,19,-1,"N","NJ"
61011,"23/6/14",1,"E",0.9392,"1,487","N",6,22,"K",1,3,11,"Q",28058,"N",14,"ZN",0,,"N",0,"D",1,6,9,25,-1,"N","IL"
61035,"15/6/13",1,"F",0.9919,"564","N",1,22,"J",1,4,1,"R",66571,"N",22,"XC",0,2,"N",0,"R",0,1,4,17,-1,"N","NJ"
61066,"1/8/14",0,"B",0.9153,"935","N",6,22,"D",1,5,11,"V",34169,"N",-1,"ZA",0,2,"N",0,"D",1,15,2,4,25,"N","CA"
61120,"12/9/13",0,"F",0.9919,"564","N",11,22,"E",0,5,4,"Q",37275,"N",6,"ZA",0,2,"N",0,"R",0,20,4,21,-1,"N","NJ"
61127,"16/6/14",0,"B",0.9153,"935","N",11,22,"J",1,4,11,"T",42447,"N",5,"ZA",0,2,"Y",0,"O",1,15,2,11,-1,"N","CA"
61171,"16/7/13",0,"J",0.9691,"1,165","N",8,22,"G",0,5,1,"P",57812,"N",5,"XO",0,,"N",0,"D",1,12,14,5,-1,"N","TX"
61201,"7/6/13",0,"B",0.9403,"965","N",16,22,"D",1,5,17,"V",28825,"N",5,"ZA",0,2,"N",0,"O",0,25,2,11,-1,"N","CA"
61217,"14/11/14",1,"F",1.0006,"548","N",7,22,"G",1,3,20,"V",58362,"N",7,"YH",0,,"N",0,"Q",0,9,4,20,-1,"N","NJ"
61265,"4/3/15",0,"K",0.887,"1,113","Y",3,22,"K",1,5,11,"Q",5374,"N",25,"ZW",0,,"N",0,"R",1,2,15,4,-1,"N","TX"
61352,"21/12/13",0,"F",0.9838,"564","N",11,22,"E",0,4,7,"T",24119,"N",6,"XX",0,2,"Y",0,"R",1,20,4,22,-1,"N","NJ"
61368,"4/2/14",0,"J",0.8922,"1,113","N",14,22,"G",1,5,7,"P",25890,"N",-1,"ZA",0,2,"N",0,"S",0,12,25,16,-1,"N","TX"
61382,"8/1/14",0,"F",0.9838,"548","N",15,22,"E",1,5,20,"T",46,"N",4,"XO",0,,"N",0,"R",1,16,4,18,-1,"N","NJ"
61385,"1/4/15",0,"K",0.887,"1,113","Y",3,22,"K",1,5,11,"T",59611,"N",25,"XS",0,,"N",0,"I",1,2,15,4,-1,"N","TX"
61416,"24/4/13",0,"B",0.9403,"965","N",11,22,"D",0,5,15,"Q",33139,"N",-1,"ZA",0,2,"N",0,"D",0,23,1,6,-1,"N","CA"
61417,"21/1/15",0,"B",0.9153,"935","N",5,22,"D",1,5,11,"T",43260,"N",4,"ZA",0,2,"N",0,"D",1,9,2,10,-1,"N","CA"
61442,"17/9/14",0,"F",1.0006,"548","N",12,22,"E",1,5,11,"T",10806,"N",14,"XB",0,,"N",0,"R",1,14,4,20,-1,"N","NJ"
61449,"3/1/15",1,"B",0.9153,"935","N",7,22,"E",1,3,20,"R",15734,"N",5,"ZA",0,2,"N",0,"O",1,10,2,4,-1,"N","CA"
61459,"13/11/13",0,"F",0.9919,"564","N",18,22,"E",1,5,7,"T",43143,"N",-1,"XR",0,,"N",0,"R",0,22,4,18,-1,"Y","NJ"
61471,"25/8/14",0,"F",1.0006,"548","N",8,22,"E",1,5,11,"K",16801,"N",-1,"XR",0,,"N",0,"R",1,11,4,18,-1,"N","NJ"
61481,"1/10/13",0,"J",0.9497,"1,165","N",6,22,"G",1,5,4,"P",45214,"N",-1,"XO",0,,"N",0,"R",1,13,13,6,-1,"N","TX"
61485,"8/8/13",0,"F",0.9919,"564","N",14,22,"E",1,5,4,"Q",45954,"N",14,"ZN",0,,"Y",0,"R",1,11,4,18,-1,"N","NJ"
61587,"24/9/13",0,"B",0.9403,"965","N",12,22,"D",1,3,20,"P",22897,"N",23,"ZA",0,2,"N",0,"O",1,24,2,4,-1,"N","CA"
61645,"5/6/13",0,"J",0.9691,"1,165","N",15,22,"G",1,4,1,"K",32124,"N",-1,"XX",0,,"N",0,"S",1,12,14,7,-1,"N","TX"
61735,"3/4/14",1,"F",1.0006,"548","N",11,22,"J",1,3,20,"Q",9803,"N",7,"XJ",0,2,"N",0,"R",1,17,4,19,-1,"N","NJ"
61761,"7/7/14",0,"J",0.8928,"1,113","N",2,22,"F",0,5,11,"K",29952,"N",3,"ZA",0,2,"N",0,"J",0,1,25,10,-1,"N","TX"
61791,"7/4/15",0,"B",0.9153,"935","N",17,22,"D",0,5,11,"P",28314,"N",-1,"ZA",0,2,"N",0,"D",0,24,1,15,-1,"N","CA"
61827,"13/2/14",0,"B",0.9403,"935","N",6,22,"K",1,3,20,"Q",20438,"N",23,"ZA",0,2,"N",0,"O",1,15,1,15,25,"N","CA"
61871,"23/1/14",1,"B",0.9403,"935","N",10,22,"E",1,3,20,"Q",2100,"N",17,"ZA",0,1,"Y",0,"O",1,13,2,4,-1,"N","CA"
61888,"15/2/14",0,"E",0.9472,"1,487","N",4,22,"K",1,5,11,"R",22434,"N",7,"ZA",0,2,"N",0,"R",0,7,9,24,-1,"N","IL"
61906,"29/3/13",0,"F",0.8945,"564","N",12,25,"E",1,3,15,"V",45381,"N",5,"XS",0,,"N",0,"D",1,20,4,18,-1,"N","NJ"
61932,"6/8/13",0,"E",0.9487,"1,480","N",1,22,"K",1,5,4,"P",17637,"N",-1,"ZA",0,2,"N",0,"R",0,1,11,25,-1,"N","IL"
62026,"17/5/13",1,"B",0.9403,"965","N",1,22,"E",0,3,15,"Q",49054,"N",7,"ZA",0,2,"N",0,"D",0,2,2,4,-1,"N","CA"
62037,"18/3/15",0,"B",0.9153,"935","N",11,22,"E",1,3,20,"K",59420,"N",-1,"ZA",0,2,"N",0,"O",1,24,2,11,-1,"N","CA"
62052,"1/10/13",0,"B",0.9403,"965","N",9,22,"D",1,5,4,"V",46752,"N",5,"ZA",0,2,"N",0,"O",0,6,2,13,-1,"N","CA"
62054,"11/1/15",0,"C",0.9108,"1,487","Y",4,22,"K",0,5,11,"M",53918,"N",9,"ZA",0,2,"N",0,"S",0,12,9,25,-1,"N","IL"
62079,"8/9/14",0,"J",0.8928,"1,113","N",2,22,"K",1,5,11,"P",55062,"N",6,"XO",0,,"N",0,"D",1,1,15,4,-1,"N","TX"
62104,"20/4/15",0,"F",1.0101,"548","N",2,22,"E",1,3,20,"K",8038,"N",20,"XE",0,,"N",0,"N",1,4,4,18,-1,"N","NJ"
62107,"15/6/13",0,"B",0.9403,"965","N",16,22,"E",1,3,17,"K",5487,"N",-1,"ZA",0,2,"Y",0,"D",1,15,2,11,-1,"N","CA"
62115,"12/3/15",0,"C",0.893,"1,487","Y",8,22,"F",0,5,11,"Q",39351,"N",-1,"ZA",0,2,"N",0,"R",0,2,11,24,-1,"N","IL"
62129,"10/1/14",0,"B",0.9403,"935","N",4,22,"E",0,3,20,"V",20864,"N",7,"ZA",0,2,"N",0,"O",1,20,2,11,-1,"N","CA"
62139,"11/3/14",0,"J",0.8922,"1,113","N",7,22,"F",0,5,20,"P",36963,"N",-1,"ZA",0,2,"N",0,"J",0,10,13,4,-1,"N","TX"
62156,"12/2/13",0,"J",0.9559,"1,165","N",5,22,"F",1,5,23,"P",44,"N",9,"ZA",0,2,"N",0,"J",0,2,24,14,-1,"N","TX"
62190,"4/4/15",0,"F",1.0101,"548","N",9,22,"E",1,5,11,"R",56270,"N",-1,"XO",0,,"N",0,"N",1,16,4,21,-1,"N","NJ"
62257,"26/3/15",0,"K",0.887,"1,113","Y",1,22,"K",0,4,11,"Q",18316,"N",4,"XB",0,,"N",0,"I",1,2,22,4,-1,"N","TX"
62288,"15/11/13",0,"F",0.9919,"564","N",11,25,"E",0,2,20,"V",28885,"N",5,"ZF",0,,"N",0,"R",1,8,4,16,-1,"N","NJ"
62350,"21/11/13",1,"J",0.9258,"1,165","N",5,22,"F",1,4,7,"V",8091,"N",6,"ZF",0,,"N",0,"S",1,1,24,13,-1,"N","TX"
62392,"5/1/13",1,"B",0.9219,"965","N",6,22,"E",1,3,14,"R",57600,"N",6,"ZA",0,2,"N",0,"O",1,22,1,15,-1,"N","CA"
62414,"18/6/13",0,"F",0.9919,"564","N",5,22,"E",1,4,1,"P",36109,"N",20,"XX",0,,"N",0,"R",1,19,4,22,-1,"N","NJ"
62421,"22/1/14",1,"F",0.9838,"548","N",3,22,"E",1,4,7,"T",38743,"N",1,"YE",0,,"N",0,"H",1,12,4,21,-1,"N","NJ"
62459,"24/10/13",1,"E",0.9482,"1,480","N",4,2,"C",1,4,7,"T",24630,"N",7,"XO",0,,"N",0,"R",1,5,9,24,-1,"N","IL"
62466,"4/12/13",0,"F",0.9838,"564","N",5,22,"E",1,3,20,"T",56710,"N",4,"XR",0,,"N",0,"R",1,19,4,19,-1,"N","NJ"
62589,"21/4/13",0,"F",0.9313,"564","N",12,22,"E",1,5,23,"M",2245,"N",8,"ZH",0,,"N",0,"R",1,17,4,20,-1,"N","NJ"
62624,"29/4/14",1,"F",1.0006,"548","N",5,22,"E",1,3,20,"P",8868,"N",10,"XR",0,,"N",0,"N",0,15,4,21,-1,"N","NJ"
62672,"1/2/14",0,"J",0.8922,"1,113","N",9,22,"A",1,4,22,"R",61826,"N",7,"ZR",0,,"N",0,"I",1,11,14,6,-1,"N","TX"
62705,"28/3/14",0,"E",0.9392,"1,487","N",14,25,"G",0,5,11,"V",26793,"N",-1,"XJ",0,,"N",0,"R",1,19,9,23,-1,"N","IL"
62718,"6/1/14",0,"B",0.9403,"935","N",5,22,"E",1,3,20,"K",53499,"N",4,"ZA",0,2,"N",0,"D",0,20,2,13,-1,"N","CA"
62882,"14/12/14",1,"F",1.0005,"548","N",19,22,"E",0,4,10,"M",27864,"N",2,"XH",0,,"N",0,"J",1,23,4,22,-1,"Y","NJ"
62923,"17/7/14",0,"B",0.9153,"935","N",5,25,"J",0,3,20,"Q",49264,"N",6,"ZA",0,2,"N",0,"O",1,19,2,11,-1,"N","CA"
62993,"4/5/13",0,"E",0.9525,"1,480","N",16,22,"G",0,3,16,"R",21357,"N",5,"YE",0,,"Y",0,"R",1,11,10,24,-1,"N","IL"
63000,"25/2/14",1,"F",0.9685,"548","N",11,25,"E",1,4,11,"P",50586,"N",23,"XR",0,,"N",0,"J",1,9,4,18,-1,"N","NJ"
63030,"21/2/15",0,"B",0.9153,"935","N",6,22,"D",1,5,11,"R",15363,"N",4,"ZA",0,2,"N",0,"O",0,6,2,12,25,"N","CA"
63055,"25/8/14",0,"B",0.9153,"935","N",7,22,"K",1,3,20,"K",63540,"N",-1,"ZA",0,2,"N",0,"O",0,23,2,4,-1,"N","CA"
63099,"23/9/13",0,"F",0.9919,"564","N",24,22,"E",1,3,20,"V",28380,"N",-1,"XI",0,,"N",0,"O",1,23,4,21,-1,"N","NJ"
63131,"24/1/14",0,"E",0.9472,"1,487","N",4,25,"K",0,4,7,"V",30765,"N",18,"XO",0,,"N",0,"S",1,3,9,25,-1,"N","IL"
63143,"18/11/13",0,"B",0.9403,"965","N",1,22,"D",1,4,7,"M",15792,"N",5,"ZA",0,2,"N",0,"O",0,9,1,4,-1,"N","CA"
63150,"27/9/14",0,"J",0.8928,"1,113","N",5,22,"K",1,5,11,"R",45555,"N",5,"XX",0,,"N",0,"S",1,6,19,10,-1,"N","TX"
63156,"1/7/13",0,"F",0.9919,"564","N",3,22,"J",1,3,17,"K",35178,"N",4,"ZR",0,,"N",0,"H",0,2,4,18,-1,"N","NJ"
63161,"5/3/13",0,"F",0.8945,"564","N",11,22,"J",1,3,14,"P",64304,"N",11,"XR",0,,"N",0,"R",1,22,4,22,-1,"N","NJ"
63179,"23/4/14",1,"F",1.0006,"548","N",9,22,"E",0,3,20,"Q",37249,"N",6,"XI",0,,"N",0,"H",1,13,4,16,-1,"N","NJ"
63189,"26/8/14",1,"B",0.9153,"935","N",5,22,"E",1,2,20,"P",1184,"N",7,"ZA",0,2,"N",0,"O",1,13,2,14,-1,"N","CA"
63192,"17/2/14",1,"B",0.9403,"935","N",10,22,"J",1,4,11,"K",30917,"N",2,"ZA",0,2,"N",0,"O",1,11,2,4,-1,"N","CA"
63206,"25/4/14",0,"F",1.0006,"548","N",7,25,"E",1,5,11,"V",62825,"N",-1,"ZT",0,,"N",0,"N",0,13,4,21,-1,"N","NJ"
63208,"15/4/15",1,"K",0.887,"1,113","Y",9,2,"A",1,4,22,"T",55135,"N",5,"XO",0,,"N",0,"J",1,7,14,9,-1,"N","TX"
63222,"4/12/14",0,"E",0.9108,"1,487","N",6,22,"A",1,5,11,"Q",40292,"N",6,"XQ",0,,"Y",0,"D",1,22,9,24,-1,"N","IL"
63227,"7/8/14",0,"J",0.8928,"1,113","N",15,22,"G",1,5,11,"Q",27161,"N",6,"ZA",0,2,"Y",0,"J",0,16,24,15,-1,"N","TX"
63263,"24/9/13",0,"F",0.9919,"564","N",13,22,"E",1,5,20,"P",10916,"N",-1,"ZH",0,,"N",0,"R",1,23,4,20,-1,"N","NJ"
63278,"9/4/13",0,"B",0.9403,"965","N",7,22,"D",1,5,23,"P",60210,"N",-1,"ZA",0,2,"N",0,"O",0,7,2,10,-1,"Y","CA"
63300,"7/2/15",0,"K",0.887,"1,113","Y",16,22,"A",1,5,11,"R",7427,"N",9,"XR",0,,"N",0,"S",1,10,24,12,-1,"N","TX"
63398,"15/6/13",0,"E",0.9485,"1,480","N",5,22,"G",1,3,17,"R",40865,"N",12,"ZE",0,2,"N",0,"R",1,2,9,25,25,"N","IL"
63403,"25/3/14",0,"B",0.9153,"935","N",7,22,"D",0,5,20,"P",31299,"N",7,"ZA",0,2,"N",0,"O",0,17,2,12,-1,"N","CA"
63445,"15/1/13",0,"J",0.9559,"1,165","N",4,22,"F",1,5,23,"P",38185,"N",5,"XS",0,,"Y",0,"J",1,4,15,15,-1,"N","TX"
63524,"2/9/13",0,"B",0.9403,"965","N",6,22,"D",1,5,21,"M",60880,"N",-1,"ZA",0,2,"N",0,"O",0,17,1,15,-1,"N","CA"
63547,"10/7/13",0,"F",0.9919,"564","N",10,22,"J",1,3,17,"T",28946,"N",5,"ZW",0,,"N",0,"R",1,8,4,18,-1,"N","NJ"
63567,"29/8/13",1,"F",0.9919,"564","N",4,2,"G",1,3,16,"Q",29226,"N",5,"ZW",0,,"N",0,"R",0,10,4,20,-1,"N","NJ"
63637,"2/4/13",0,"J",0.9769,"1,165","N",17,22,"G",1,5,23,"P",11106,"N",6,"ZA",0,2,"N",0,"J",0,15,14,5,-1,"N","TX"
63639,"20/3/13",0,"B",0.9403,"965","N",8,22,"E",0,3,14,"T",21139,"N",4,"ZA",0,2,"N",0,"D",1,13,1,12,-1,"N","CA"
63752,"3/5/15",0,"C",0.8746,"1,487","Y",10,22,"F",1,5,11,"M",66741,"N",5,"YE",0,,"N",0,"R",1,15,9,23,-1,"N","IL"
63762,"7/7/13",0,"J",0.9691,"1,165","N",9,22,"G",0,5,1,"M",58628,"N",9,"ZA",0,2,"N",0,"S",0,8,24,10,-1,"N","TX"
63763,"8/6/13",0,"B",0.9403,"965","N",4,22,"D",0,5,24,"R",16266,"N",7,"ZA",0,2,"N",0,"O",0,4,2,6,-1,"N","CA"
63771,"1/10/14",0,"J",0.8793,"1,113","N",4,22,"F",1,5,11,"T",34484,"N",-1,"ZA",0,2,"N",0,"J",0,7,11,4,-1,"N","TX"
63772,"21/5/13",1,"B",0.9403,"965","N",17,22,"E",1,3,15,"P",10887,"N",22,"ZA",0,2,"Y",0,"O",1,21,2,4,-1,"N","CA"
63809,"5/2/13",1,"F",0.9023,"564","N",16,22,"E",1,3,14,"P",23917,"N",6,"ZR",0,,"Y",0,"D",1,22,4,20,-1,"N","NJ"
63871,"17/6/14",0,"B",0.9153,"935","N",12,22,"J",1,3,20,"P",17989,"N",-1,"ZA",0,2,"N",0,"O",1,13,2,9,-1,"N","CA"
63884,"29/4/15",0,"B",0.9153,"935","N",5,22,"D",1,5,11,"T",18033,"N",7,"ZA",0,2,"N",0,"O",0,25,2,10,-1,"N","CA"
63924,"9/10/13",1,"B",0.9403,"965","N",8,22,"E",1,3,20,"T",29743,"N",5,"ZA",0,2,"N",0,"O",1,4,2,8,-1,"N","CA"
63942,"27/8/13",0,"F",0.9919,"564","N",6,22,"E",1,3,21,"Q",44261,"N",25,"XC",0,1,"N",0,"R",1,5,4,18,-1,"N","NJ"
63993,"21/3/14",0,"E",0.9392,"1,487","N",12,22,"F",1,5,11,"R",440,"N",-1,"ZA",0,2,"N",0,"R",0,15,9,25,-1,"N","IL"
64038,"13/4/15",1,"F",1.0101,"548","N",5,22,"E",1,4,11,"K",4305,"N",7,"XD",0,,"N",0,"N",1,15,4,21,-1,"N","NJ"
64071,"27/10/14",1,"F",1.0006,"548","N",9,22,"E",0,4,18,"K",23818,"N",14,"YE",0,,"N",0,"K",1,22,4,20,-1,"N","NJ"
64100,"16/12/14",0,"J",0.887,"1,113","N",6,22,"F",0,5,11,"P",18331,"N",-1,"ZA",0,2,"N",0,"S",0,4,13,6,-1,"N","TX"
64130,"24/2/15",0,"K",0.887,"1,113","Y",8,22,"G",1,5,11,"P",9552,"N",-1,"XH",0,,"N",0,"R",1,8,14,8,-1,"N","TX"
64215,"18/10/14",0,"J",0.8793,"1,113","N",9,22,"G",1,5,11,"R",51416,"N",6,"XO",0,,"N",0,"J",1,6,25,11,-1,"N","TX"
64231,"25/7/13",0,"E",0.9487,"1,480","N",4,22,"K",1,4,1,"Q",8005,"N",-1,"XS",0,,"N",0,"R",1,10,9,23,-1,"N","IL"
64246,"25/7/13",0,"B",0.9403,"965","N",6,22,"D",1,5,21,"Q",19646,"N",9,"ZA",0,2,"N",0,"O",0,5,2,9,-1,"N","CA"
64258,"9/9/13",0,"B",0.9403,"965","N",3,22,"D",0,5,21,"K",1841,"N",4,"ZA",0,2,"N",0,"O",1,2,2,11,-1,"Y","CA"
64325,"13/4/15",0,"B",0.9153,"935","N",14,22,"J",1,3,20,"K",596,"N",7,"ZA",0,2,"Y",0,"O",1,22,2,4,-1,"N","CA"
64350,"20/11/13",0,"F",0.9919,"564","N",12,25,"E",1,3,20,"T",30148,"N",10,"XS",0,1,"N",0,"D",1,20,4,22,-1,"N","NJ"
64358,"30/8/13",0,"F",0.9919,"564","N",2,22,"E",0,5,21,"V",7009,"N",7,"XH",0,,"N",0,"N",1,5,4,16,-1,"N","NJ"
64422,"14/1/14",1,"F",0.9838,"548","N",17,25,"G",1,3,20,"Q",34973,"N",5,"ZR",0,2,"N",0,"D",1,25,4,19,-1,"N","NJ"
64452,"30/9/13",0,"B",0.9403,"965","N",9,22,"J",0,3,20,"K",5724,"N",20,"ZA",0,2,"N",0,"O",1,10,2,4,-1,"N","CA"
64481,"29/6/13",0,"B",0.9403,"965","N",8,22,"D",0,5,24,"R",13028,"N",15,"ZA",0,2,"N",0,"O",0,6,2,13,-1,"N","CA"
64490,"5/5/14",1,"B",0.9153,"935","N",5,22,"E",1,3,20,"K",18138,"N",4,"ZA",0,1,"Y",0,"O",1,22,2,12,-1,"N","CA"
64521,"13/5/14",1,"J",0.8928,"1,113","N",3,22,"F",1,4,11,"P",43580,"N",5,"XJ",0,,"N",0,"R",1,16,14,5,-1,"N","TX"
64579,"8/9/14",1,"J",0.8928,"1,113","N",8,25,"A",0,3,8,"K",18183,"N",13,"XR",0,,"Y",0,"I",1,18,16,4,-1,"N","TX"
64714,"12/11/14",0,"J",0.887,"1,113","N",11,22,"F",0,5,11,"T",21923,"N",5,"ZA",0,2,"N",0,"J",0,9,14,7,-1,"N","TX"
